0,-0.00140459,0.00969152,0.0393231,0.999179,0,0,0,1,0,0,0,0,10,10,10,10,0,-0.00204507,0.0194788,0.0786504,0.0241078,-0.0178788,-0.00751916,-2.29982,-2.68312,-2.68312,-2.68312,-0.036951,-0.036951,-0.0431095,-0.036951,
0.019928,-0.00121456,0.00945409,0.0393009,0.999182,0,0,0,1,1.18194,1.62541,1.28747,0.844003,11,11,11,10,0.0200005,-0.00168434,0.0189893,0.0786095,0.0202569,-0.0218505,-0.000166317,-2.29982,-1.91652,-2.29982,-2.29982,-0.036951,-0.036951,-0.0431095,-0.0307925,
0.040344,-0.0010012,0.00920214,0.0392793,0.999185,0,0,0,1,1.34221,1.8249,1.44512,0.962431,11,11,11,10,0.0400009,-0.00127807,0.018469,0.0785703,0.0208051,-0.0211562,-0.0038141,-2.29982,-2.29982,-1.91652,-1.91652,-0.172438,-0.203231,-0.234023,-0.036951,
0.059662,-0.000735292,0.00887126,0.0393581,0.999186,0,0,0,1,1.37349,1.8397,1.45675,0.990538,11,11,11,10,0.0600014,-0.000771197,0.0177869,0.0787327,0.029039,-0.0323474,0.0112442,-5.36625,-1.91652,-2.29982,-2.29982,-0.443412,-0.566582,-0.560424,-0.0307925,
0.080139,-0.000631778,0.00851995,0.0395705,0.99918,0,0,0,1,1.38954,1.83226,1.45538,1.01266,11,11,11,11,0.0800018,-0.00058833,0.0170768,0.0791595,0.0110179,-0.0317987,0.0245144,-5.74955,-2.68312,-1.53321,-1.91652,-0.529631,-0.880666,-0.831398,-0.0307925,
0.09964,-0.00050533,0.00811485,0.0400902,0.999163,0,0,0,1,1.40773,1.82734,1.46206,1.04245,11,11,11,11,0.100002,-0.000359209,0.0162573,0.0802016,0.0123447,-0.0389044,0.056995,-6.13286,-13.4156,-6.13286,-2.29982,-0.554265,-0.726703,-0.65896,-0.307925,
0.120148,-0.000329444,0.00773577,0.0407226,0.999141,0,0,0,1,1.43424,1.82877,1.4749,1.08037,11,11,11,11,0.120003,-2.82844e-05,0.0154857,0.0814699,0.0213745,-0.0321415,0.063487,-8.81598,-14.9488,-8.81598,-1.91652,-0.406461,-0.215548,-0.160121,-0.671277,
0.139404,-0.000103774,0.00750164,0.0413517,0.999116,0,0,0,1,1.46554,1.83621,1.48825,1.11758,11,11,11,11,0.140003,0.000413092,0.0149992,0.0827324,0.0266684,-0.0214969,0.0614379,-10.3492,-11.4991,-10.3492,-2.29982,-0.234023,0.0431095,0.061585,-0.874507,
0.159881,0.000239003,0.00730499,0.0419569,0.999093,0,0,0,1,1.50014,1.84742,1.49763,1.15035,11,11,11,11,0.16,0.00109068,0.0145772,0.0839486,0.039764,-0.0127413,0.0577882,-8.81598,-9.19928,-10.3492,-13.4156,-0.073902,0.153963,0.153963,-0.486522,
0.180389,0.000568596,0.00712164,0.04246,0.999073,0,0,0,1,1.53578,1.85879,1.50292,1.17991,11,11,11,11,0.18,0.00174108,0.0141823,0.08496,0.0332619,-0.0174546,0.0483211,-8.43268,-8.81598,-9.58259,-11.8824,-0.012317,0.172438,0.117012,-0.0677435,
0.19989,0.000889594,0.00693383,0.0428826,0.999056,0,0,0,1,1.568,1.86719,1.50501,1.20582,11,11,11,11,0.200001,0.00237242,0.0137787,0.0858099,0.0337025,-0.0147035,0.0410242,-8.04937,-8.04937,-8.81598,-9.58259,0.0061585,0.073902,0.049268,0.0923775,
0.220306,0.00127078,0.00672805,0.043189,0.999043,0,0,0,1,1.59774,1.87167,1.50257,1.22864,11,11,11,11,0.220001,0.00312057,0.0133339,0.0864278,0.0345624,-0.02049,0.0264045,-7.28277,-5.74955,-7.28277,-8.43268,-0.012317,-0.012317,-0.086219,0.160121,
0.239715,0.00153784,0.00645776,0.0434819,0.999032,0,0,0,1,1.62403,1.87193,1.49859,1.2507,11,11,11,11,0.240002,0.0036346,0.0127696,0.0870164,0.0271871,-0.0272343,0.0305775,-7.28277,-5.74955,-7.28277,-7.66607,-0.0554265,-0.16628,-0.190914,0.160121,
0.260132,0.00175924,0.00613539,0.04378,0.999021,0,0,0,1,1.64653,1.86913,1.4975,1.27491,11,11,11,11,0.260002,0.00405255,0.012105,0.0876143,0.0293866,-0.0265498,0.0314741,-6.51616,-6.89946,-6.89946,-5.74955,-0.12317,-0.277133,-0.283291,0.0554265,
0.27951,0.00206097,0.00583068,0.0441995,0.999004,0,0,0,1,1.67123,1.86721,1.49807,1.30208,11,11,11,11,0.280003,0.00463358,0.0114678,0.0884561,0.0322492,-0.0286194,0.0443123,-6.89946,-8.04937,-7.28277,-6.51616,-0.190914,-0.307925,-0.338718,-0.073902,
0.300018,0.00228614,0.00549704,0.0446136,0.998987,0,0,0,1,1.69809,1.867,1.5006,1.33169,11,11,11,11,0.300003,0.00505844,0.0107792,0.0892857,0.0256458,-0.0325167,0.0450632,-8.04937,-9.58259,-8.04937,-5.74955,-0.184755,-0.240182,-0.24634,-0.215548,
0.319397,0.00254816,0.00516348,0.0450385,0.998969,0,0,0,1,1.72453,1.86651,1.50427,1.36229,11,11,11,11,0.320004,0.0055565,0.0100869,0.090137,0.0280609,-0.0326291,0.0411213,-7.28277,-9.19928,-8.43268,-7.28277,-0.190914,-0.147804,-0.153963,-0.332559,
0.340027,0.00279882,0.00482347,0.0455208,0.998948,0,0,0,1,1.75219,1.8666,1.50838,1.39397,11,11,11,11,0.34,0.00603119,0.00938212,0.0911029,0.0257695,-0.026811,0.0520648,-8.43268,-9.96589,-8.81598,-9.58259,-0.178597,-0.073902,-0.086219,-0.314084,
0.360351,0.00305773,0.00461978,0.0460024,0.998926,0,0,0,1,1.78143,1.87093,1.51401,1.4245,11,11,11,11,0.360001,0.00653425,0.00894843,0.092068,0.0309492,-0.0171679,0.0460314,-8.04937,-8.43268,-8.81598,-9.19928,-0.141646,-0.061585,-0.0554265,-0.203231,
0.380615,0.00334708,0.0043919,0.0465187,0.998902,0,0,0,1,1.81188,1.87832,1.51933,1.45289,11,11,11,11,0.380001,0.00709573,0.00846286,0.0931025,0.0325881,-0.0234386,0.0486261,-8.04937,-8.04937,-8.81598,-9.96589,-0.129329,-0.0677435,-0.024634,-0.110853,
0.400055,0.0036271,0.00411707,0.0469367,0.998883,0,0,0,1,1.84191,1.88365,1.52319,1.48146,11,11,11,11,0.400002,0.00763288,0.00788454,0.0939393,0.0278525,-0.0256313,0.0410224,-7.66607,-7.28277,-8.43268,-8.81598,-0.117012,-0.0800605,-0.0677435,-0.061585,
0.420868,0.00385104,0.00389058,0.0473143,0.998865,0,0,0,1,1.8684,1.88657,1.52601,1.50784,11,11,11,11,0.420002,0.0080618,0.00740798,0.0946951,0.0244503,-0.0213354,0.0403318,-8.81598,-7.66607,-8.04937,-8.81598,-0.104695,-0.117012,-0.117012,-0.0431095,
0.439789,0.00414508,0.00358326,0.0476719,0.998848,0,0,0,1,1.89378,1.88757,1.52746,1.53366,11,11,11,11,0.440002,0.00862256,0.00676311,0.0954106,0.034654,-0.0302778,0.0328417,-8.04937,-8.43268,-7.66607,-8.04937,-0.0923775,-0.141646,-0.153963,-0.0307925,
0.460724,0.00441858,0.00333881,0.0480583,0.998829,0,0,0,1,1.92014,1.88809,1.52787,1.55992,11,11,11,11,0.460003,0.00914803,0.00624514,0.0961837,0.0303815,-0.0239019,0.0387024,-8.04937,-8.43268,-7.66607,-7.28277,-0.117012,-0.172438,-0.184755,-0.073902,
0.480713,0.00465649,0.00309158,0.0484846,0.998808,0,0,0,1,1.94657,1.89086,1.53036,1.58607,11,11,11,11,0.480003,0.00960198,0.00572428,0.0970362,0.0222102,-0.0193879,0.0411622,-8.04937,-8.43268,-8.04937,-7.66607,-0.129329,-0.16628,-0.215548,-0.098536,
0.500732,0.00488605,0.00281913,0.0489241,0.998787,0,0,0,1,1.97262,1.89385,1.53458,1.61335,11,11,11,11,0.5,0.0100364,0.00515334,0.0979146,0.0253877,-0.02609,0.0450714,-8.04937,-8.04937,-8.43268,-7.28277,-0.129329,-0.172438,-0.160121,-0.16628,
0.520721,0.00514826,0.00255868,0.0493367,0.998766,0,0,0,1,1.99956,1.89703,1.53882,1.64136,11,11,11,11,0.52,0.0105366,0.00460307,0.0987394,0.028028,-0.0245602,0.0436099,-8.43268,-9.19928,-9.19928,-8.04937,-0.172438,-0.147804,-0.104695,-0.190914,
0.540649,0.00535815,0.00229308,0.0498282,0.998741,0,0,0,1,2.0267,1.90086,1.54403,1.66987,12,11,11,11,0.540001,0.0109316,0.00404641,0.0997216,0.0224271,-0.0236949,0.0498696,-8.04937,-8.81598,-8.81598,-7.66607,-0.16628,-0.110853,-0.104695,-0.16628,
0.56073,0.00559488,0.00204637,0.0502894,0.998717,0,0,0,1,2.05412,1.90582,1.55063,1.69892,12,11,11,11,0.560001,0.0113815,0.00352476,0.100643,0.0214349,-0.0236482,0.0468425,-9.19928,-8.43268,-9.19928,-8.43268,-0.344876,-0.104695,-0.104695,-0.153963,
0.580658,0.00580233,0.00178617,0.0507495,0.998693,0,0,0,1,2.08102,1.91054,1.55697,1.72745,12,11,11,11,0.580002,0.0117711,0.00297875,0.101562,0.0223133,-0.0246442,0.0477172,-11.4991,-8.81598,-8.43268,-8.43268,-0.671277,-0.098536,-0.104695,-0.117012,
0.600799,0.00589662,0.00142621,0.0513199,0.998664,0,0,0,1,2.1067,1.91464,1.56785,1.75992,12,11,11,11,0.600002,0.0119242,0.00224338,0.1027,0.0102095,-0.0334768,0.0576189,-14.9488,-8.43268,-8.43268,-9.19928,-0.652801,-0.0923775,-0.12317,-0.086219,
