0,0.00990577,-0.743717,-0.667845,0.0277416,0.999459,-0.0177165,0.00692976,0.0268121,10,10,10,10,0,3.11356,0.0518319,-1.67747,-0.00353577,-0.00365457,0.00205808,90.4596,90.8429,90.0763,89.693,1.45957,1.44109,1.44725,1.43493,
0.019836,0.00990978,-0.743704,-0.667858,0.0277821,0.999459,-0.0177165,0.00692976,0.0268121,21,21,21,21,0.0200043,3.1135,0.0518927,-1.67743,-0.0110111,-0.00702996,-0.00072543,90.8429,90.4596,90.8429,90.4596,1.46572,1.45957,1.45957,1.44725,
0.038971,0.00984467,-0.743672,-0.667895,0.027782,0.999459,-0.0177165,0.00692976,0.0268121,21,21,21,21,0.0400085,3.11342,0.0517971,-1.67733,-0.00648841,0.00128856,-0.00543422,91.6095,90.8429,91.2262,90.8429,1.47188,1.46572,1.45957,1.45957,
0.059326,0.00984067,-0.743665,-0.667901,0.0278091,0.999459,-0.0177165,0.00692976,0.0268121,21,21,21,21,0.0599976,3.11337,0.0518276,-1.67731,-0.0074989,-0.00823001,0.000945373,91.6095,91.2262,91.6095,90.8429,1.46572,1.46572,1.46572,1.46572,
0.079681,0.00980808,-0.743641,-0.667928,0.0278216,0.999459,-0.0177165,0.00692976,0.0268121,21,21,21,21,0.0800018,3.11331,0.0517969,-1.67724,-0.00296306,-0.00435926,-0.00569091,91.2262,91.6095,90.8429,91.2262,1.47804,1.46572,1.46572,1.46572,
0.09909,0.00986122,-0.743615,-0.667955,0.0278391,0.999459,-0.0177165,0.00692976,0.0268121,21,21,21,21,0.100006,3.11336,0.0519004,-1.67716,-0.00428966,-0.0075826,-0.00329898,91.9928,91.6095,91.2262,90.8429,1.47804,1.46572,1.47804,1.45957,
0.119598,0.00984157,-0.743636,-0.667934,0.0278132,0.999459,-0.0177165,0.00692976,0.0268121,21,21,21,21,0.12001,3.11337,0.0518357,-1.67722,-0.00482834,-0.000519091,0.00368105,91.9928,91.9928,91.9928,91.6095,1.47804,1.46572,1.47188,1.46572,
0.138916,0.00988364,-0.743626,-0.667944,0.0278135,0.999459,-0.0177165,0.00692976,0.0268121,21,21,21,21,0.139999,3.11343,0.051899,-1.67719,-0.00461408,-0.00404936,0.000138425,91.2262,91.6095,91.6095,91.2262,1.47804,1.46572,1.47188,1.45957,
0.159362,0.00986983,-0.743658,-0.667908,0.0278009,0.999459,-0.0177165,0.00692976,0.0268121,21,21,21,21,0.160004,3.11342,0.0518602,-1.67729,-0.0035078,9.29973e-05,0.00118759,91.9928,91.2262,91.9928,91.6095,1.47804,1.47188,1.47804,1.46572,
0.178985,0.00984578,-0.7437,-0.667862,0.0278244,0.999459,-0.0177165,0.00692976,0.0268121,21,21,21,21,0.180008,3.11335,0.0518542,-1.67741,-0.00956001,-0.00325534,0.00569736,91.6095,91.2262,91.6095,91.2262,1.47804,1.45957,1.47804,1.46572,
0.19934,0.00984271,-0.743673,-0.667892,0.0278323,0.999459,-0.0177165,0.00692976,0.0268121,21,21,21,21,0.199997,3.11334,0.0518614,-1.67733,-0.00714022,-0.00527636,-0.0043364,91.9928,91.9928,91.6095,91.6095,1.47804,1.47188,1.47188,1.47188,
0.219604,0.00987023,-0.743622,-0.667948,0.0278061,0.999459,-0.0177165,0.00692976,0.0268121,21,21,21,21,0.220001,3.11342,0.0518694,-1.67718,-0.00120053,-0.00329976,-0.00798113,91.9928,91.2262,91.6095,91.6095,1.47804,1.45957,1.46572,1.47188,
