0,-0.0108134,-0.0057012,-0.00107182,0.999925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0108134,0.0057012,0.00107182,0.999925,0.0170951,0.00913065,0.00264192,-0.00589596,-0.00133063,0.00265159,0.00721692,0,0,0,0,-10,-10,-10,-10,0,-0.0216161,-0.011425,-0.00202032,0.0266908,-0.0158446,-0.00214517,-2.68312,-2.68312,-2.29982,-2.29982,-0.036951,-0.036951,-0.0431095,-0.036951,
0.019562,-0.0104896,-0.00589076,-0.00111323,0.999927,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0104896,0.00589076,0.00111323,0.999927,0.0165832,0.00943426,0.00274399,-0.00581837,-0.00110125,0.00247324,0.00719037,-0.00223989,-0.000464997,0.000979915,0.0027548,-10,-10,-10,-10,0.0200005,-0.0209676,-0.0118043,-0.00210286,0.0330621,-0.0198827,-0.00409481,-2.29982,-2.29982,-2.29982,-1.91652,-0.036951,-0.0431095,-0.036951,-0.036951,
0.038849,-0.0102744,-0.00609083,-0.00117686,0.999928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0102744,0.00609083,0.00117686,0.999928,0.0162429,0.00975469,0.00290084,-0.00577419,-0.000896842,0.00234726,0.00722461,-0.00445649,-0.00084705,0.00190164,0.00551108,-10,-10,-10,-10,0.0400009,-0.0205359,-0.0122053,-0.00222856,0.0247021,-0.0189492,-0.00938682,-1.91652,-2.29982,-2.29982,-1.91652,-0.036951,-0.0431095,-0.0431095,-0.0307925,
0.059021,-0.0100102,-0.00626281,-0.00120922,0.99993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0100102,0.00626281,0.00120922,0.99993,0.0158254,0.0100301,0.0029806,-0.00571873,-0.000703656,0.00219396,0.00720903,-0.00665383,-0.00115305,0.00276988,0.00827065,-10,-10,-10,-10,0.0599995,-0.0200068,-0.0125493,-0.00229306,0.032188,-0.0169837,-0.00120106,-2.68312,-2.29982,-2.68312,-2.29982,-0.036951,-0.049268,-0.0431095,-0.036951,
0.079162,-0.0097209,-0.00645029,-0.00124697,0.999931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0097209,0.00645029,0.00124697,0.999931,0.015368,0.0103304,0.00307365,-0.00565619,-0.000490978,0.0020278,0.00719301,-0.00882881,-0.00138147,0.00357712,0.0110245,-10,-10,-10,-10,0.0799999,-0.0194272,-0.0129243,-0.00236855,0.0292122,-0.0181054,-0.00608992,-1.91652,-2.29982,-2.29982,-1.91652,-0.036951,-0.036951,-0.0431095,-0.036951,
0.099274,-0.00938409,-0.00658347,-0.00128589,0.999933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00938409,0.00658347,0.00128589,0.999933,0.0148355,0.0105437,0.0031696,-0.00555242,-0.000280555,0.00186535,0.00713722,-0.010972,-0.001529,0.00432152,0.0137645,-10,-10,-10,-10,0.1,-0.0187527,-0.0131906,-0.00244826,0.0341747,-0.0122716,-0.00180174,-1.91652,-3.06643,-1.91652,-2.29982,-0.036951,-0.049268,-0.036951,-0.036951,
0.119629,-0.00909475,-0.00679315,-0.00131458,0.999935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00909475,0.00679315,0.00131458,0.999935,0.0143781,0.0108796,0.00324031,-0.00550435,-6.45665e-05,0.00168472,0.0071245,-0.0130861,-0.00159499,0.00500033,0.0164915,-10,-10,-10,-10,0.120001,-0.0181731,-0.0136097,-0.00250565,0.0268997,-0.0206563,-0.0047279,-1.91652,-2.29982,-2.29982,-2.29982,-0.0431095,-0.049268,-0.0431095,-0.036951,
0.138794,-0.00876017,-0.00702161,-0.00133008,0.999936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00876017,0.00702161,0.00133008,0.999936,0.0138492,0.0112455,0.00327853,-0.00545404,0.000168694,0.00147057,0.0070933,-0.0151813,-0.00157508,0.00560359,0.0192098,-10,-10,-10,-10,0.139999,-0.0175032,-0.0140661,-0.00253722,0.0327202,-0.0257241,-0.00270989,-2.29982,-3.06643,-2.29982,-1.91652,-0.036951,-0.036951,-0.0431095,-0.0307925,
0.158905,-0.00839289,-0.00727787,-0.00139837,0.999937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00839289,0.00727787,0.00139837,0.999937,0.0132686,0.0116559,0.00344687,-0.0053694,0.000458545,0.00126489,0.00709284,-0.0172508,-0.00145515,0.00612664,0.0219223,-10,-10,-10,-10,0.16,-0.0167669,-0.0145788,-0.00267469,0.0372272,-0.0254725,-0.00500716,-2.29982,-2.29982,-3.06643,-2.68312,-0.0431095,-0.0431095,-0.0431095,-0.036951,
0.179077,-0.00803844,-0.00752421,-0.00145848,0.999938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00803844,0.00752421,0.00145848,0.999938,0.0127082,0.0120504,0.00359504,-0.00529091,0.000734309,0.00106321,0.00708843,-0.0192892,-0.00122706,0.00657179,0.0246339,-10,-10,-10,-10,0.18,-0.0160565,-0.0150715,-0.00279614,0.0357995,-0.0238838,-0.0050247,-1.91652,-2.29982,-2.29982,-1.91652,-0.0431095,-0.036951,-0.0431095,-0.0307925,
0.199341,-0.00766419,-0.00779647,-0.00147817,0.999939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00766419,0.00779647,0.00147817,0.999939,0.0121166,0.0124865,0.00364356,-0.00523988,0.00100336,0.000818417,0.00706166,-0.0213028,-0.000894803,0.00693157,0.0273395,-10,-10,-10,-10,0.200001,-0.0153069,-0.0156153,-0.00283699,0.0357962,-0.0270787,-0.00180317,-1.91652,-2.68312,-2.29982,-2.68312,-0.036951,-0.036951,-0.036951,-0.0307925,
0.218841,-0.00729827,-0.00804737,-0.00155649,0.99994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00729827,0.00804737,0.00155649,0.99994,0.0115381,0.0128883,0.00383663,-0.00514745,0.00129672,0.000621599,0.00706576,-0.0232887,-0.000455049,0.00720689,0.0300406,-10,-10,-10,-10,0.219999,-0.014573,-0.0161172,-0.00299572,0.036131,-0.0222456,-0.00727238,-1.91652,-2.29982,-2.68312,-2.29982,-0.049268,-0.036951,-0.036951,-0.0431095,
0.239502,-0.00693345,-0.00830304,-0.00154717,0.99994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00693345,0.00830304,0.00154717,0.99994,0.0109613,0.0132978,0.00381366,-0.00511137,0.00153753,0.000369301,0.0070182,-0.0252503,8.68843e-05,0.00739636,0.0327335,-10,-10,-10,-10,0.24,-0.0138427,-0.0166273,-0.00297943,0.0365688,-0.0255537,0.000685153,-2.68312,-2.29982,-2.68312,-1.91652,-0.036951,-0.049268,-0.0431095,-0.036951,
0.259094,-0.00658696,-0.00853319,-0.00155246,0.999941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00658696,0.00853319,0.00155246,0.999941,0.0104136,0.0136664,0.00382671,-0.00506331,0.00176989,0.000143469,0.00697667,-0.0271958,0.000719292,0.00749441,0.0354095,-10,-10,-10,-10,0.26,-0.0131489,-0.0170867,-0.00299277,0.0340469,-0.0197264,-0.00158273,-1.91652,-3.06643,-3.06643,-1.91652,-0.0431095,-0.0431095,-0.0307925,-0.0307925,
0.278717,-0.00618665,-0.00877166,-0.00157693,0.999941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00618665,0.00877166,0.00157693,0.999941,0.00978072,0.0140483,0.00388702,-0.00498551,0.00203866,-9.51494e-05,0.00692902,-0.0291172,0.00144752,0.00750365,0.0380684,-10,-10,-10,-10,0.280001,-0.0123471,-0.0175627,-0.00304561,0.0386537,-0.0259373,-0.00506885,-2.29982,-2.29982,-2.29982,-2.29982,-0.049268,-0.0431095,-0.036951,-0.036951,
0.299377,-0.00584192,-0.0090204,-0.00160097,0.999941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00584192,0.0090204,0.00160097,0.999941,0.00923571,0.0144467,0.00394627,-0.00493404,0.00228931,-0.000316181,0.00690717,-0.0310137,0.00227499,0.007425,0.0407137,-10,-10,-10,-10,0.299999,-0.0116564,-0.0180594,-0.00309686,0.031281,-0.0282717,-0.00529444,-1.91652,-3.06643,-2.68312,-2.29982,-0.0431095,-0.036951,-0.049268,-0.0307925,
0.319,-0.00552221,-0.00927407,-0.0016473,0.99994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00552221,0.00927407,0.0016473,0.99994,0.00873026,0.014853,0.00406047,-0.00488069,0.00254579,-0.000515554,0.00691092,-0.0328904,0.0031995,0.00726597,0.0433559,-10,-10,-10,-10,0.32,-0.0110153,-0.0185663,-0.00319253,0.0333768,-0.0253029,-0.00353626,-1.91652,-2.68312,-2.29982,-2.68312,-0.036951,-0.036951,-0.0431095,-0.036951,
0.339569,-0.00514978,-0.00953101,-0.00171153,0.99994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00514978,0.00953101,0.00171153,0.99994,0.00814147,0.0152644,0.0042188,-0.00479678,0.00283544,-0.000726043,0.00690618,-0.0347408,0.00422844,0.00702856,0.0459978,-10,-10,-10,-10,0.34,-0.0102684,-0.0190797,-0.00332531,0.0381111,-0.0213791,-0.00334812,-2.29982,-2.68312,-2.29982,-1.91652,-0.036951,-0.0431095,-0.0431095,-0.049268,
0.359131,-0.00474207,-0.00979591,-0.00173453,0.999939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00474207,0.00979591,0.00173453,0.999939,0.00749691,0.0156887,0.00427547,-0.00472753,0.00311682,-0.00097908,0.00686527,-0.036562,0.00536657,0.00670253,0.048631,-10,-10,-10,-10,0.360001,-0.00945154,-0.0196083,-0.00337659,0.0448132,-0.0258515,-2.34685e-05,-2.29982,-2.29982,-2.29982,-2.29982,-0.049268,-0.036951,-0.036951,-0.049268,
0.379608,-0.00436611,-0.0100678,-0.00178298,0.999938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00436611,0.0100678,0.00178298,0.999938,0.00690253,0.0161241,0.0043949,-0.00465794,0.00340412,-0.00120667,0.00685539,-0.0383564,0.00661331,0.00628463,0.0512543,-10,-10,-10,-10,0.379999,-0.00869766,-0.0201513,-0.00347853,0.0342084,-0.0258102,-0.00545847,-2.29982,-2.29982,-1.91652,-2.29982,-0.036951,-0.0431095,-0.0431095,-0.036951,
0.399353,-0.0039824,-0.0103155,-0.00178551,0.999937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0039824,0.0103155,0.00178551,0.999937,0.0062959,0.0165208,0.00440114,-0.00460388,0.0036565,-0.00145593,0.00680445,-0.0401273,0.00796337,0.00577552,0.0538662,-10,-10,-10,-10,0.4,-0.00792924,-0.0206453,-0.00348939,0.0388278,-0.026632,-0.000975998,-2.68312,-2.29982,-2.68312,-1.91652,-0.0554265,-0.036951,-0.0431095,-0.049268,
0.419067,-0.00359864,-0.0105683,-0.00188382,0.999936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00359864,0.0105683,0.00188382,0.999936,0.0056892,0.0169256,0.00464347,-0.00449284,0.00396998,-0.00164824,0.00681458,-0.0418667,0.00942162,0.00518197,0.0564703,-10,-10,-10,-10,0.42,-0.00715867,-0.0211503,-0.00369218,0.0391553,-0.0257441,-0.00602516,-2.29982,-2.68312,-2.29982,-1.91652,-0.0431095,-0.036951,-0.036951,-0.0431095,
0.438995,-0.00319913,-0.010834,-0.00194026,0.999934,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00319913,0.010834,0.00194026,0.999934,0.0050576,0.0173511,0.00478256,-0.00440654,0.00426902,-0.00187774,0.00679782,-0.0435683,0.010997,0.00450777,0.0590731,-10,-10,-10,-10,0.440001,-0.00635734,-0.0216806,-0.00381185,0.042893,-0.0270718,-0.00381821,-1.91652,-2.68312,-2.29982,-2.68312,-0.036951,-0.049268,-0.036951,-0.0307925,
0.499603,-0.00198656,-0.0115151,-0.00196774,0.99993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00198656,0.0115151,0.00196774,0.99993,0.00314059,0.0184419,0.00485028,-0.00418304,0.00503789,-0.00261275,0.00660818,-0.0484954,0.0163355,0.00193199,0.0667629,-10,-10,-10,-10,0.5,-0.00392857,-0.0230384,-0.00389049,0.0389385,-0.0263441,0.00171697,-1.91652,-2.68312,-2.29982,-2.68312,-0.036951,-0.036951,-0.036951,-0.0431095,
0.519134,-0.00153515,-0.0118192,-0.0019645,0.999927,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00153515,0.0118192,0.0019645,0.999927,0.00242694,0.0189289,0.00484228,-0.00412839,0.00533606,-0.00291492,0.00654953,-0.0500846,0.0183191,0.000875054,0.0692788,-10,-10,-10,-10,0.52,-0.00302449,-0.0236449,-0.00389352,0.0486117,-0.0277181,-0.00114659,-2.68312,-3.06643,-2.29982,-1.91652,-0.049268,-0.036951,-0.0431095,-0.0307925,
0.538849,-0.00107998,-0.0120826,-0.00194144,0.999925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00107998,0.0120826,0.00194144,0.999925,0.00170735,0.0193507,0.00478543,-0.00406817,0.00560721,-0.00321449,0.00646088,-0.0516519,0.0204116,-0.000296945,0.0717665,-10,-10,-10,-10,0.540001,-0.00211349,-0.02417,-0.00385762,0.0455349,-0.0271984,0.00268062,-2.29982,-2.29982,-2.29982,-1.53321,-0.036951,-0.049268,-0.0431095,-0.036951,
0.559601,-0.000642716,-0.0123048,-0.00198615,0.999922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000642716,0.0123048,0.00198615,0.999922,0.00101607,0.0197065,0.00489562,-0.00395675,0.00589652,-0.00344871,0.00640456,-0.0531862,0.022611,-0.00157089,0.0742262,-10,-10,-10,-10,0.559999,-0.00123683,-0.0246128,-0.00395738,0.0448791,-0.0223756,-0.00807144,-1.91652,-2.29982,-2.29982,-2.29982,-0.0431095,-0.0431095,-0.049268,-0.036951,
0.57901,-0.000254232,-0.0125665,-0.00201542,0.999919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000254232,0.0125665,0.00201542,0.999919,0.000401917,0.0201256,0.00496776,-0.00388994,0.00617286,-0.00368898,0.00637382,-0.0546865,0.0249187,-0.00293568,0.0766696,-10,-10,-10,-10,0.58,-0.000457915,-0.0251347,-0.00402541,0.037616,-0.0254017,-0.00432026,-1.53321,-2.68312,-2.29982,-1.91652,-0.0431095,-0.0431095,-0.036951,-0.036951,
0.599731,0.000170786,-0.0127562,-0.00210788,0.999916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.000170786,0.0127562,0.00210788,0.999916,-0.000269995,0.0204294,0.00519565,-0.00374093,0.00647375,-0.00387593,0.00633875,-0.0561456,0.0273369,-0.00438216,0.0791003,-10,-10,-10,-10,0.6,0.000395449,-0.0255124,-0.00422115,0.0444442,-0.0169118,-0.0109749,-1.91652,-2.29982,-2.29982,-2.68312,-0.036951,-0.036951,-0.036951,-0.036951,
0.619354,0.000595331,-0.0129396,-0.00214025,0.999914,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.000595331,0.0129396,0.00214025,0.999914,-0.000941156,0.0207229,0.00527543,-0.00362658,0.00673488,-0.00409716,0.0062643,-0.0575543,0.0298625,-0.00590668,0.0815101,-10,-10,-10,-10,0.620001,0.00124636,-0.0258773,-0.004297,0.0410295,-0.0209587,-0.00630292,-2.29982,-3.06643,-2.29982,-1.91652,-0.0431095,-0.0431095,-0.0431095,-0.036951,
0.638946,0.000955051,-0.0131264,-0.00216094,0.999911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.000955051,0.0131264,0.00216094,0.999911,-0.00150983,0.0210221,0.0053264,-0.00354646,0.00696458,-0.00430138,0.00620966,-0.0589258,0.0324817,-0.0075124,0.083895,-10,-10,-10,-10,0.639999,0.00196734,-0.0262494,-0.00434808,0.0380714,-0.0162998,-0.00139292,-1.91652,-2.29982,-2.29982,-1.91652,-0.049268,-0.036951,-0.049268,-0.036951,
0.659424,0.00136555,-0.0133463,-0.0022278,0.999908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.00136555,0.0133463,0.0022278,0.999908,-0.00215878,0.0213741,0.00549119,-0.00343104,0.00725602,-0.00451043,0.00617663,-0.0602599,0.0352008,-0.0091973,0.0862634,-10,-10,-10,-10,0.66,0.00279132,-0.0266872,-0.00449326,0.0414556,-0.0292152,-0.00673584,-2.68312,-2.29982,-2.29982,-1.91652,-0.0431095,-0.0431095,-0.036951,-0.036951,
0.678985,0.00173699,-0.0136007,-0.00221411,0.999904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.00173699,0.0136007,0.00221411,0.999904,-0.00274597,0.0217815,0.00545741,-0.00339454,0.00749623,-0.00476753,0.00612325,-0.061565,0.0380216,-0.0109713,0.0886153,-10,-10,-10,-10,0.68,0.00353518,-0.0271945,-0.00447671,0.0387226,-0.0224217,0.00248086,-2.29982,-2.29982,-2.29982,-2.29982,-0.0431095,-0.036951,-0.0554265,-0.0307925,
0.699554,0.00213475,-0.0137881,-0.00223819,0.9999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.00213475,0.0137881,0.00223819,0.9999,-0.00337477,0.0220816,0.00551675,-0.00329752,0.00774328,-0.0049849,0.0060559,-0.0628446,0.0409355,-0.0128361,0.090944,-10,-10,-10,-10,0.700001,0.00433245,-0.0275675,-0.00453654,0.0378508,-0.0147738,-0.00354127,-2.29982,-2.68312,-2.68312,-2.29982,-0.036951,-0.049268,-0.0431095,-0.0431095,
0.719055,0.00251136,-0.0140609,-0.00224264,0.999895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.00251136,0.0140609,0.00224264,0.999895,-0.00397012,0.0225184,0.0055277,-0.00325514,0.00800405,-0.0052402,0.00601899,-0.0640974,0.0439462,-0.014791,0.0932526,-10,-10,-10,-10,0.719999,0.00508729,-0.0281114,-0.00455726,0.0358476,-0.0280964,-0.0035952,-2.68312,-2.29982,-2.29982,-1.91652,-0.036951,-0.036951,-0.0431095,-0.036951,
0.739593,0.0029271,-0.0142457,-0.00229959,0.999892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0029271,0.0142457,0.00229959,0.999892,-0.00462733,0.0228142,0.00566804,-0.0031297,0.00827738,-0.00544336,0.00596372,-0.0653182,0.0470594,-0.0168338,0.0955438,-10,-10,-10,-10,0.74,0.00592151,-0.0284787,-0.00468399,0.0388361,-0.0165425,-0.00632457,-1.91652,-1.91652,-2.29982,-2.29982,-0.0431095,-0.049268,-0.049268,-0.0431095,
0.759155,0.00332474,-0.0144331,-0.00236928,0.999888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.00332474,0.0144331,0.00236928,0.999888,-0.00525593,0.0231141,0.0058398,-0.0030046,0.00855247,-0.00563257,0.0059245,-0.0664912,0.0502774,-0.0189516,0.097817,-10,-10,-10,-10,0.76,0.00671998,-0.0288511,-0.00483604,0.0397102,-0.0197287,-0.0070676,-1.91652,-3.06643,-2.29982,-1.91652,-0.036951,-0.0307925,-0.036951,-0.036951,
