0,-0.00171818,-0.00876011,-0.00340297,0.999954,0,0,0,1,0,0,0,0,10,10,10,10,0,-0.00337711,-0.017532,-0.00677662,-0.0707111,0.0421818,-0.000643218,-2.29982,-2.29982,-2.29982,-1.91652,-0.0431095,-0.036951,-0.0431095,-0.0307925,
0.020386,-0.00242561,-0.00836383,-0.00344744,0.999956,0,0,0,1,-0.1912,-0.457379,-0.0241239,0.242055,10,10,10,10,0.0200005,-0.00479403,-0.0167444,-0.00685502,-0.0670868,0.0376685,-0.00403603,-2.29982,-2.68312,-2.68312,-2.29982,-0.0307925,-0.0431095,-0.0431095,-0.0431095,
0.039886,-0.00316369,-0.00792773,-0.00349928,0.999957,0,0,0,1,-0.246577,-0.501032,0.000384476,0.25484,10,10,10,10,0.0400009,-0.00627247,-0.0158776,-0.00694903,-0.0713667,0.0452212,-0.00613438,-2.29982,-2.29982,-2.29982,-1.91652,-0.0431095,-0.0431095,-0.0431095,-0.036951,
0.060211,-0.00386854,-0.00746265,-0.0035565,0.999958,0,0,0,1,-0.284516,-0.489946,0.0309258,0.236355,10,10,10,10,0.0599995,-0.00768462,-0.0149528,-0.0070558,-0.0664115,0.0449111,-0.00369454,-2.29982,-2.29982,-2.29982,-2.29982,-0.036951,-0.0431095,-0.0431095,-0.036951,
0.07962,-0.00455783,-0.00697589,-0.0035696,0.999959,0,0,0,1,-0.318657,-0.470219,0.061878,0.213441,10,10,10,10,0.0799999,-0.00906649,-0.0139842,-0.00707608,-0.0638718,0.049205,-0.00321581,-1.91652,-2.29982,-1.91652,-2.29982,-0.036951,-0.0431095,-0.036951,-0.0431095,
0.099975,-0.00528318,-0.00653202,-0.00360696,0.999958,0,0,0,1,-0.352383,-0.449456,0.0936058,0.190679,10,10,10,10,0.1,-0.0105199,-0.013102,-0.00714527,-0.0690488,0.0455866,-0.000185986,-2.29982,-2.68312,-2.29982,-1.91652,-0.036951,-0.0431095,-0.036951,-0.036951,
0.120361,-0.00599394,-0.0060631,-0.003616,0.999957,0,0,0,1,-0.386424,-0.428858,0.125931,0.168365,10,10,10,10,0.120001,-0.0119447,-0.0121693,-0.00715959,-0.0701449,0.0489936,-0.00439322,-1.91652,-2.68312,-3.06643,-2.29982,-0.0431095,-0.036951,-0.0431095,-0.0431095,
0.139648,-0.0067155,-0.00557272,-0.00365326,0.999955,0,0,0,1,-0.420392,-0.407297,0.158244,0.145148,10,10,10,10,0.139999,-0.0133909,-0.0111942,-0.00723186,-0.0685973,0.0499117,0.00101342,-1.91652,-2.29982,-2.29982,-2.68312,-0.0431095,-0.0431095,-0.036951,-0.0307925,
0.160003,-0.00743197,-0.0050812,-0.00365605,0.999953,0,0,0,1,-0.454439,-0.385118,0.190796,0.121475,10,10,10,10,0.16,-0.0148274,-0.0102164,-0.00723666,-0.0674961,0.0512405,0.000256022,-1.91652,-2.29982,-3.06643,-2.29982,-0.036951,-0.0431095,-0.0431095,-0.049268,
0.179413,-0.00810935,-0.00459399,-0.00358171,0.99995,0,0,0,1,-0.485815,-0.361137,0.224229,0.0995505,10,10,10,10,0.18,-0.0161864,-0.00924574,-0.00708892,-0.066609,0.0512147,0.00844747,-1.91652,-2.29982,-2.29982,-1.91652,-0.036951,-0.036951,-0.0431095,-0.0431095,
0.199646,-0.00878977,-0.00409409,-0.00359917,0.999947,0,0,0,1,-0.516349,-0.336982,0.256817,0.07745,10,10,10,10,0.200001,-0.0175506,-0.00825111,-0.00712629,-0.0636423,0.0498661,0.00020768,-1.91652,-2.29982,-2.29982,-1.91652,-0.036951,-0.036951,-0.0431095,-0.0431095,
0.21997,-0.00945782,-0.00362107,-0.00360782,0.999942,0,0,0,1,-0.547845,-0.314373,0.28778,0.0543082,10,10,10,10,0.219999,-0.0188901,-0.00731003,-0.00714698,-0.0654064,0.0472123,0.00200291,-1.91652,-2.29982,-2.68312,-2.29982,-0.0307925,-0.0431095,-0.036951,-0.0307925,
0.239288,-0.0101085,-0.00319276,-0.00362888,0.999937,0,0,0,1,-0.579013,-0.293533,0.317926,0.0324457,10,10,10,10,0.24,-0.0201944,-0.00645854,-0.00719297,-0.0582604,0.0424717,-0.000371247,-2.29982,-2.29982,-2.29982,-1.91652,-0.0431095,-0.036951,-0.049268,-0.036951,
0.259643,-0.0107907,-0.00270496,-0.00363921,0.999932,0,0,0,1,-0.610404,-0.272622,0.348199,0.0104164,10,10,10,10,0.26,-0.0215623,-0.00548811,-0.00721972,-0.0637488,0.0526837,-0.00474377,-2.29982,-2.29982,-2.68312,-1.91652,-0.036951,-0.0431095,-0.0431095,-0.036951,
0.279968,-0.0114735,-0.00216827,-0.00365606,0.999925,0,0,0,1,-0.642404,-0.249422,0.379201,-0.0137815,10,10,10,10,0.280001,-0.0229317,-0.00442013,-0.00726196,-0.061708,0.0576623,0.00035442,-1.91652,-2.29982,-2.29982,-2.68312,-0.036951,-0.036951,-0.0431095,-0.036951,
0.300262,-0.0121164,-0.00165363,-0.00372453,0.999918,0,0,0,1,-0.674548,-0.226272,0.408558,-0.0397177,10,10,10,10,0.299999,-0.0242211,-0.00339724,-0.00740849,-0.0624901,0.0529935,-0.00590862,-1.91652,-2.29982,-2.29982,-2.29982,-0.036951,-0.049268,-0.0431095,-0.036951,
